timestamp,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,load_demand_kw
2025-01-04 09:00:00,9,5,1,1,0,15.86,56.8
2025-01-04 10:00:00,10,5,1,1,0,21.39,40.23
2025-01-04 11:00:00,11,5,1,1,0,26.25,39.67
2025-01-04 12:00:00,12,5,1,1,0,24.05,30.77
2025-01-04 13:00:00,13,5,1,1,0,26.57,33.82
2025-01-04 14:00:00,14,5,1,1,0,32.95,54.06
2025-01-04 15:00:00,15,5,1,1,0,30.68,49.65
2025-01-04 16:00:00,16,5,1,1,0,28.73,53.38
2025-01-04 17:00:00,17,5,1,1,0,29.25,63.72
2025-01-04 18:00:00,18,5,1,1,0,23.15,65.48
2025-01-04 19:00:00,19,5,1,1,0,27.43,83.82
2025-01-04 20:00:00,20,5,1,1,0,19.94,77.34
2025-01-04 21:00:00,21,5,1,1,0,20.35,72.95
2025-01-04 22:00:00,22,5,1,1,0,17.4,68.22
2025-01-04 23:00:00,23,5,1,1,0,16.02,51.21
2025-01-05 00:00:00,0,6,1,1,0,12.68,23.62
2025-01-05 01:00:00,1,6,1,1,0,10.16,26.59
2025-01-05 02:00:00,2,6,1,1,0,12.25,22.89
2025-01-05 03:00:00,3,6,1,1,0,12.88,26.21
2025-01-05 04:00:00,4,6,1,1,0,10.97,28.81
2025-01-05 05:00:00,5,6,1,1,0,4.55,36.75
2025-01-05 06:00:00,6,6,1,1,0,11.61,49.93
2025-01-05 07:00:00,7,6,1,1,0,13.16,53.65
2025-01-05 08:00:00,8,6,1,1,0,17.7,58.49
2025-01-05 09:00:00,9,6,1,1,0,23.17,56.1
2025-01-05 10:00:00,10,6,1,1,0,20.35,45.35
2025-01-05 11:00:00,11,6,1,1,0,27.33,44.03
2025-01-05 12:00:00,12,6,1,1,0,25.97,33.65
2025-01-05 13:00:00,13,6,1,1,0,29.88,41.88
2025-01-05 14:00:00,14,6,1,1,0,31.23,44.31
2025-01-05 15:00:00,15,6,1,1,0,31.88,46.45
2025-01-05 16:00:00,16,6,1,1,0,32.12,60.65
2025-01-05 17:00:00,17,6,1,1,0,27.08,55.14
2025-01-05 18:00:00,18,6,1,1,0,28.41,70.3
2025-01-05 19:00:00,19,6,1,1,0,23.68,76.58
2025-01-05 20:00:00,20,6,1,1,0,20.34,75.97
2025-01-05 21:00:00,21,6,1,1,0,20.69,73.73
2025-01-05 22:00:00,22,6,1,1,0,18.43,61.44
2025-01-05 23:00:00,23,6,1,1,0,13.79,49.23
2025-01-06 00:00:00,0,0,1,0,0,12.79,33.45
2025-01-06 01:00:00,1,0,1,0,0,12.2,31.58
2025-01-06 02:00:00,2,0,1,0,0,12.5,27.93
2025-01-06 03:00:00,3,0,1,0,0,10.79,30.28
2025-01-06 04:00:00,4,0,1,0,0,11.3,30.84
2025-01-06 05:00:00,5,0,1,0,0,8.15,41.11
2025-01-06 06:00:00,6,0,1,0,0,17.33,56.72
2025-01-06 07:00:00,7,0,1,0,0,14.35,65.72
2025-01-06 08:00:00,8,0,1,0,0,15.64,68.67
2025-01-06 09:00:00,9,0,1,0,0,18.32,64.74
2025-01-06 10:00:00,10,0,1,0,0,22.6,48.66
2025-01-06 11:00:00,11,0,1,0,0,21.64,44.76
2025-01-06 12:00:00,12,0,1,0,0,26.24,40.37
2025-01-06 13:00:00,13,0,1,0,0,29.73,44.38
2025-01-06 14:00:00,14,0,1,0,0,28.48,41.41
2025-01-06 15:00:00,15,0,1,0,0,29.18,47.01
2025-01-06 16:00:00,16,0,1,0,0,31.54,63.72
2025-01-06 17:00:00,17,0,1,0,0,26.48,68.52
2025-01-06 18:00:00,18,0,1,0,0,25.25,79.95
2025-01-06 19:00:00,19,0,1,0,0,25.23,88.6
2025-01-06 20:00:00,20,0,1,0,0,22.37,87.83
2025-01-06 21:00:00,21,0,1,0,0,18.07,83.53
2025-01-06 22:00:00,22,0,1,0,0,19.96,73.67
2025-01-06 23:00:00,23,0,1,0,0,15.8,58.6
2025-01-07 00:00:00,0,1,1,0,0,14.23,38.51
2025-01-07 01:00:00,1,1,1,0,0,7.68,31.04
2025-01-07 02:00:00,2,1,1,0,0,11.34,34.13
2025-01-07 03:00:00,3,1,1,0,0,9.71,28.66
2025-01-07 04:00:00,4,1,1,0,0,10.62,35.02
2025-01-07 05:00:00,5,1,1,0,0,10.16,47.18
2025-01-07 06:00:00,6,1,1,0,0,14.91,57.28
2025-01-07 07:00:00,7,1,1,0,0,15.35,58.43
2025-01-07 08:00:00,8,1,1,0,0,14.25,70.2
2025-01-07 09:00:00,9,1,1,0,0,18.83,63.26
2025-01-07 10:00:00,10,1,1,0,0,22.23,48.89
2025-01-07 11:00:00,11,1,1,0,0,25.39,44.19
2025-01-07 12:00:00,12,1,1,0,0,26.52,40.99
2025-01-07 13:00:00,13,1,1,0,0,28.32,43.87
2025-01-07 14:00:00,14,1,1,0,0,31.39,50.28
2025-01-07 15:00:00,15,1,1,0,0,27.83,45.7
2025-01-07 16:00:00,16,1,1,0,0,28.8,57.29
2025-01-07 17:00:00,17,1,1,0,0,28.91,68.57
2025-01-07 18:00:00,18,1,1,0,0,29.47,85.92
2025-01-07 19:00:00,19,1,1,0,0,19.35,89.43
2025-01-07 20:00:00,20,1,1,0,0,22.71,87.37
2025-01-07 21:00:00,21,1,1,0,0,19.72,85.62
2025-01-07 22:00:00,22,1,1,0,0,16.32,66.52
2025-01-07 23:00:00,23,1,1,0,0,13.4,56.8
2025-01-08 00:00:00,0,2,1,0,0,10.22,29.66
2025-01-08 01:00:00,1,2,1,0,0,15.09,31.39
2025-01-08 02:00:00,2,2,1,0,0,14.17,34.31
2025-01-08 03:00:00,3,2,1,0,0,11.12,32.3
2025-01-08 04:00:00,4,2,1,0,0,11.21,38.62
2025-01-08 05:00:00,5,2,1,0,0,12.82,43.14
2025-01-08 06:00:00,6,2,1,0,0,9.89,59.91
2025-01-08 07:00:00,7,2,1,0,0,17.0,65.25
2025-01-08 08:00:00,8,2,1,0,0,15.03,69.43
2025-01-08 09:00:00,9,2,1,0,0,19.6,64.86
2025-01-08 10:00:00,10,2,1,0,0,23.96,52.01
2025-01-08 11:00:00,11,2,1,0,0,23.08,46.39
2025-01-08 12:00:00,12,2,1,0,0,24.51,31.51
2025-01-08 13:00:00,13,2,1,0,0,29.43,49.35
2025-01-08 14:00:00,14,2,1,0,0,26.64,40.37
2025-01-08 15:00:00,15,2,1,0,0,31.32,50.88
2025-01-08 16:00:00,16,2,1,0,0,28.53,56.34
2025-01-08 17:00:00,17,2,1,0,0,28.69,74.11
2025-01-08 18:00:00,18,2,1,0,0,25.87,75.72
2025-01-08 19:00:00,19,2,1,0,0,25.44,92.58
2025-01-08 20:00:00,20,2,1,0,0,22.65,89.01
2025-01-08 21:00:00,21,2,1,0,0,24.24,89.31
2025-01-08 22:00:00,22,2,1,0,0,20.66,68.63
2025-01-08 23:00:00,23,2,1,0,0,14.99,59.11
2025-01-09 00:00:00,0,3,1,0,0,14.56,29.93
2025-01-09 01:00:00,1,3,1,0,0,10.09,26.97
2025-01-09 02:00:00,2,3,1,0,0,7.69,34.15
2025-01-09 03:00:00,3,3,1,0,0,12.74,30.94
2025-01-09 04:00:00,4,3,1,0,0,8.68,31.16
2025-01-09 05:00:00,5,3,1,0,0,10.49,42.47
2025-01-09 06:00:00,6,3,1,0,0,11.3,52.85
2025-01-09 07:00:00,7,3,1,0,0,15.18,62.57
2025-01-09 08:00:00,8,3,1,0,0,17.79,69.96
2025-01-09 09:00:00,9,3,1,0,0,19.4,67.19
2025-01-09 10:00:00,10,3,1,0,0,27.03,62.24
2025-01-09 11:00:00,11,3,1,0,0,22.62,41.46
2025-01-09 12:00:00,12,3,1,0,0,26.17,40.1
2025-01-09 13:00:00,13,3,1,0,0,27.98,40.86
2025-01-09 14:00:00,14,3,1,0,0,29.93,49.02
2025-01-09 15:00:00,15,3,1,0,0,27.82,48.85
2025-01-09 16:00:00,16,3,1,0,0,29.12,63.41
2025-01-09 17:00:00,17,3,1,0,0,23.87,61.92
2025-01-09 18:00:00,18,3,1,0,0,29.19,81.96
2025-01-09 19:00:00,19,3,1,0,0,25.77,86.99
2025-01-09 20:00:00,20,3,1,0,0,25.82,96.47
2025-01-09 21:00:00,21,3,1,0,0,18.9,80.36
2025-01-09 22:00:00,22,3,1,0,0,15.03,73.61
2025-01-09 23:00:00,23,3,1,0,0,13.9,55.17
2025-01-10 00:00:00,0,4,1,0,0,14.29,27.59
2025-01-10 01:00:00,1,4,1,0,0,11.39,23.68
2025-01-10 02:00:00,2,4,1,0,0,10.39,28.31
2025-01-10 03:00:00,3,4,1,0,0,12.54,37.12
2025-01-10 04:00:00,4,4,1,0,0,9.18,38.77
2025-01-10 05:00:00,5,4,1,0,0,13.1,41.66
2025-01-10 06:00:00,6,4,1,0,0,13.51,56.02
2025-01-10 07:00:00,7,4,1,0,0,16.48,65.65
2025-01-10 08:00:00,8,4,1,0,0,12.42,73.35
2025-01-10 09:00:00,9,4,1,0,0,19.05,61.8
2025-01-10 10:00:00,10,4,1,0,0,23.88,51.39
2025-01-10 11:00:00,11,4,1,0,0,26.64,48.51
2025-01-10 12:00:00,12,4,1,0,0,28.13,43.09
2025-01-10 13:00:00,13,4,1,0,0,30.0,50.51
2025-01-10 14:00:00,14,4,1,0,0,30.25,45.25
2025-01-10 15:00:00,15,4,1,0,0,27.91,50.69
2025-01-10 16:00:00,16,4,1,0,0,26.71,52.58
2025-01-10 17:00:00,17,4,1,0,0,29.73,72.04
2025-01-10 18:00:00,18,4,1,0,0,24.3,71.36
2025-01-10 19:00:00,19,4,1,0,0,24.45,81.36
2025-01-10 20:00:00,20,4,1,0,0,26.64,102.39
2025-01-10 21:00:00,21,4,1,0,0,17.72,87.01
2025-01-10 22:00:00,22,4,1,0,0,20.09,70.7
2025-01-10 23:00:00,23,4,1,0,0,12.45,55.19
2025-01-11 00:00:00,0,5,1,1,0,14.99,25.69
2025-01-11 01:00:00,1,5,1,1,0,10.59,27.55
2025-01-11 02:00:00,2,5,1,1,0,9.78,29.04
2025-01-11 03:00:00,3,5,1,1,0,7.71,24.09
2025-01-11 04:00:00,4,5,1,1,0,11.63,28.9
2025-01-11 05:00:00,5,5,1,1,0,10.51,36.18
2025-01-11 06:00:00,6,5,1,1,0,13.7,50.02
2025-01-11 07:00:00,7,5,1,1,0,16.71,58.3
2025-01-11 08:00:00,8,5,1,1,0,15.39,65.92
2025-01-11 09:00:00,9,5,1,1,0,20.8,56.28
2025-01-11 10:00:00,10,5,1,1,0,21.22,48.11
2025-01-11 11:00:00,11,5,1,1,0,30.38,54.97
2025-01-11 12:00:00,12,5,1,1,0,28.43,39.69
2025-01-11 13:00:00,13,5,1,1,0,29.55,50.38
2025-01-11 14:00:00,14,5,1,1,0,28.16,39.12
2025-01-11 15:00:00,15,5,1,1,0,28.48,41.37
2025-01-11 16:00:00,16,5,1,1,0,28.3,47.27
2025-01-11 17:00:00,17,5,1,1,0,27.9,60.18
2025-01-11 18:00:00,18,5,1,1,0,27.25,68.48
2025-01-11 19:00:00,19,5,1,1,0,23.9,73.44
2025-01-11 20:00:00,20,5,1,1,0,27.45,85.4
2025-01-11 21:00:00,21,5,1,1,0,21.9,69.57
2025-01-11 22:00:00,22,5,1,1,0,15.87,66.23
2025-01-11 23:00:00,23,5,1,1,0,14.46,47.87
2025-01-12 00:00:00,0,6,1,1,0,9.03,24.32
2025-01-12 01:00:00,1,6,1,1,0,11.1,22.46
2025-01-12 02:00:00,2,6,1,1,0,9.64,25.2
2025-01-12 03:00:00,3,6,1,1,0,10.71,24.94
2025-01-12 04:00:00,4,6,1,1,0,10.26,27.96
2025-01-12 05:00:00,5,6,1,1,0,9.12,35.33
2025-01-12 06:00:00,6,6,1,1,0,11.14,44.12
2025-01-12 07:00:00,7,6,1,1,0,14.77,60.5
2025-01-12 08:00:00,8,6,1,1,0,17.07,56.79
2025-01-12 09:00:00,9,6,1,1,0,20.72,55.96
2025-01-12 10:00:00,10,6,1,1,0,22.69,42.46
2025-01-12 11:00:00,11,6,1,1,0,24.81,36.6
2025-01-12 12:00:00,12,6,1,1,0,26.17,39.59
2025-01-12 13:00:00,13,6,1,1,0,29.36,36.55
2025-01-12 14:00:00,14,6,1,1,0,26.76,33.0
2025-01-12 15:00:00,15,6,1,1,0,28.79,40.7
2025-01-12 16:00:00,16,6,1,1,0,29.78,56.31
2025-01-12 17:00:00,17,6,1,1,0,26.05,53.51
2025-01-12 18:00:00,18,6,1,1,0,21.89,64.02
2025-01-12 19:00:00,19,6,1,1,0,26.32,81.17
2025-01-12 20:00:00,20,6,1,1,0,23.43,75.42
2025-01-12 21:00:00,21,6,1,1,0,18.63,71.31
2025-01-12 22:00:00,22,6,1,1,0,16.74,69.45
2025-01-12 23:00:00,23,6,1,1,0,16.32,48.58
2025-01-13 00:00:00,0,0,1,0,0,11.0,30.52
2025-01-13 01:00:00,1,0,1,0,0,10.38,28.39
2025-01-13 02:00:00,2,0,1,0,0,9.37,31.18
2025-01-13 03:00:00,3,0,1,0,0,10.55,30.54
2025-01-13 04:00:00,4,0,1,0,0,10.48,36.74
2025-01-13 05:00:00,5,0,1,0,0,12.18,45.33
2025-01-13 06:00:00,6,0,1,0,0,16.34,55.55
2025-01-13 07:00:00,7,0,1,0,0,15.05,67.8
2025-01-13 08:00:00,8,0,1,0,0,18.49,66.73
2025-01-13 09:00:00,9,0,1,0,0,19.46,67.92
2025-01-13 10:00:00,10,0,1,0,0,20.37,51.16
2025-01-13 11:00:00,11,0,1,0,0,22.34,44.56
2025-01-13 12:00:00,12,0,1,0,0,28.38,43.7
2025-01-13 13:00:00,13,0,1,0,0,27.8,45.88
2025-01-13 14:00:00,14,0,1,0,0,29.87,46.62
2025-01-13 15:00:00,15,0,1,0,0,29.0,51.92
2025-01-13 16:00:00,16,0,1,0,0,31.96,66.39
2025-01-13 17:00:00,17,0,1,0,0,26.83,63.12
2025-01-13 18:00:00,18,0,1,0,0,27.43,78.58
2025-01-13 19:00:00,19,0,1,0,0,27.42,92.94
2025-01-13 20:00:00,20,0,1,0,0,16.68,92.67
2025-01-13 21:00:00,21,0,1,0,0,20.84,88.39
2025-01-13 22:00:00,22,0,1,0,0,20.62,72.38
2025-01-13 23:00:00,23,0,1,0,0,13.72,59.84
2025-01-14 00:00:00,0,1,1,0,0,14.26,31.35
2025-01-14 01:00:00,1,1,1,0,0,10.0,32.67
2025-01-14 02:00:00,2,1,1,0,0,12.32,31.03
2025-01-14 03:00:00,3,1,1,0,0,13.32,34.77
2025-01-14 04:00:00,4,1,1,0,0,11.22,33.12
2025-01-14 05:00:00,5,1,1,0,0,13.19,42.67
2025-01-14 06:00:00,6,1,1,0,0,9.67,53.06
2025-01-14 07:00:00,7,1,1,0,0,17.74,65.82
2025-01-14 08:00:00,8,1,1,0,0,19.15,66.44
2025-01-14 09:00:00,9,1,1,0,0,18.05,68.46
2025-01-14 10:00:00,10,1,1,0,0,22.7,53.44
2025-01-14 11:00:00,11,1,1,0,0,24.61,42.29
2025-01-14 12:00:00,12,1,1,0,0,26.92,42.78
2025-01-14 13:00:00,13,1,1,0,0,26.1,38.67
2025-01-14 14:00:00,14,1,1,0,0,32.37,50.08
2025-01-14 15:00:00,15,1,1,0,0,28.55,46.77
2025-01-14 16:00:00,16,1,1,0,0,28.46,55.73
2025-01-14 17:00:00,17,1,1,0,0,27.35,67.04
2025-01-14 18:00:00,18,1,1,0,0,28.55,81.26
2025-01-14 19:00:00,19,1,1,0,0,21.64,85.69
2025-01-14 20:00:00,20,1,1,0,0,24.92,94.25
2025-01-14 21:00:00,21,1,1,0,0,18.18,84.55
2025-01-14 22:00:00,22,1,1,0,0,15.86,72.26
2025-01-14 23:00:00,23,1,1,0,0,18.84,59.17
2025-01-15 00:00:00,0,2,1,0,0,11.77,31.79
2025-01-15 01:00:00,1,2,1,0,0,11.29,32.34
2025-01-15 02:00:00,2,2,1,0,0,10.61,29.99
2025-01-15 03:00:00,3,2,1,0,0,10.41,29.2
2025-01-15 04:00:00,4,2,1,0,0,8.53,33.9
2025-01-15 05:00:00,5,2,1,0,0,12.5,45.76
2025-01-15 06:00:00,6,2,1,0,0,11.02,57.61
2025-01-15 07:00:00,7,2,1,0,0,11.12,65.16
2025-01-15 08:00:00,8,2,1,0,0,19.62,70.56
2025-01-15 09:00:00,9,2,1,0,0,18.59,62.94
2025-01-15 10:00:00,10,2,1,0,0,23.95,53.91
2025-01-15 11:00:00,11,2,1,0,0,28.63,53.43
2025-01-15 12:00:00,12,2,1,0,0,26.99,42.51
2025-01-15 13:00:00,13,2,1,0,0,28.65,43.57
2025-01-15 14:00:00,14,2,1,0,0,31.41,55.68
2025-01-15 15:00:00,15,2,1,0,0,30.93,57.26
2025-01-15 16:00:00,16,2,1,0,0,29.87,57.54
2025-01-15 17:00:00,17,2,1,0,0,27.5,65.55
2025-01-15 18:00:00,18,2,1,0,0,26.9,81.8
2025-01-15 19:00:00,19,2,1,0,0,23.42,84.14
2025-01-15 20:00:00,20,2,1,0,0,25.41,94.89
2025-01-15 21:00:00,21,2,1,0,0,18.2,87.54
2025-01-15 22:00:00,22,2,1,0,0,19.52,74.97
2025-01-15 23:00:00,23,2,1,0,0,13.01,61.48
2025-01-16 00:00:00,0,3,1,0,0,13.96,29.08
2025-01-16 01:00:00,1,3,1,0,0,12.08,29.11
2025-01-16 02:00:00,2,3,1,0,0,8.64,30.33
2025-01-16 03:00:00,3,3,1,0,0,9.7,32.91
2025-01-16 04:00:00,4,3,1,0,0,9.72,38.81
2025-01-16 05:00:00,5,3,1,0,0,10.51,39.05
2025-01-16 06:00:00,6,3,1,0,0,16.1,55.07
2025-01-16 07:00:00,7,3,1,0,0,11.1,60.56
2025-01-16 08:00:00,8,3,1,0,0,17.85,67.77
2025-01-16 09:00:00,9,3,1,0,0,19.75,63.59
2025-01-16 10:00:00,10,3,1,0,0,21.74,52.81
2025-01-16 11:00:00,11,3,1,0,0,25.93,43.4
2025-01-16 12:00:00,12,3,1,0,0,30.91,49.53
2025-01-16 13:00:00,13,3,1,0,0,26.5,44.8
2025-01-16 14:00:00,14,3,1,0,0,28.02,43.08
2025-01-16 15:00:00,15,3,1,0,0,28.28,46.75
2025-01-16 16:00:00,16,3,1,0,0,27.42,48.25
2025-01-16 17:00:00,17,3,1,0,0,28.48,68.18
2025-01-16 18:00:00,18,3,1,0,0,23.34,77.88
2025-01-16 19:00:00,19,3,1,0,0,28.87,98.42
2025-01-16 20:00:00,20,3,1,0,0,21.65,92.06
2025-01-16 21:00:00,21,3,1,0,0,19.33,91.66
2025-01-16 22:00:00,22,3,1,0,0,17.07,72.83
2025-01-16 23:00:00,23,3,1,0,0,14.98,58.98
2025-01-17 00:00:00,0,4,1,0,0,14.58,32.33
2025-01-17 01:00:00,1,4,1,0,0,9.34,32.73
2025-01-17 02:00:00,2,4,1,0,0,13.38,31.16
2025-01-17 03:00:00,3,4,1,0,0,7.51,27.89
2025-01-17 04:00:00,4,4,1,0,0,12.78,33.56
2025-01-17 05:00:00,5,4,1,0,0,11.17,46.82
2025-01-17 06:00:00,6,4,1,0,0,13.98,55.7
2025-01-17 07:00:00,7,4,1,0,0,12.07,61.45
2025-01-17 08:00:00,8,4,1,0,0,18.04,68.61
2025-01-17 09:00:00,9,4,1,0,0,19.6,67.38
2025-01-17 10:00:00,10,4,1,0,0,23.05,50.95
2025-01-17 11:00:00,11,4,1,0,0,27.78,52.33
2025-01-17 12:00:00,12,4,1,0,0,29.38,43.5
2025-01-17 13:00:00,13,4,1,0,0,26.06,33.45
2025-01-17 14:00:00,14,4,1,0,0,26.96,43.52
2025-01-17 15:00:00,15,4,1,0,0,29.62,47.25
2025-01-17 16:00:00,16,4,1,0,0,29.92,63.12
2025-01-17 17:00:00,17,4,1,0,0,30.47,72.88
2025-01-17 18:00:00,18,4,1,0,0,28.77,87.68
2025-01-17 19:00:00,19,4,1,0,0,28.38,95.65
2025-01-17 20:00:00,20,4,1,0,0,21.95,94.09
2025-01-17 21:00:00,21,4,1,0,0,19.07,82.16
2025-01-17 22:00:00,22,4,1,0,0,20.51,69.62
2025-01-17 23:00:00,23,4,1,0,0,13.76,56.66
2025-01-18 00:00:00,0,5,1,1,0,9.47,28.43
2025-01-18 01:00:00,1,5,1,1,0,9.0,25.69
2025-01-18 02:00:00,2,5,1,1,0,11.84,25.7
2025-01-18 03:00:00,3,5,1,1,0,8.36,24.48
2025-01-18 04:00:00,4,5,1,1,0,7.98,32.63
2025-01-18 05:00:00,5,5,1,1,0,9.82,34.32
2025-01-18 06:00:00,6,5,1,1,0,10.52,44.14
2025-01-18 07:00:00,7,5,1,1,0,18.05,59.07
2025-01-18 08:00:00,8,5,1,1,0,15.42,55.59
2025-01-18 09:00:00,9,5,1,1,0,17.42,51.49
2025-01-18 10:00:00,10,5,1,1,0,23.43,46.57
2025-01-18 11:00:00,11,5,1,1,0,22.56,38.38
2025-01-18 12:00:00,12,5,1,1,0,27.25,39.3
2025-01-18 13:00:00,13,5,1,1,0,30.24,45.85
2025-01-18 14:00:00,14,5,1,1,0,28.43,38.44
2025-01-18 15:00:00,15,5,1,1,0,29.56,46.95
2025-01-18 16:00:00,16,5,1,1,0,27.71,48.49
2025-01-18 17:00:00,17,5,1,1,0,27.49,58.59
2025-01-18 18:00:00,18,5,1,1,0,28.1,67.73
2025-01-18 19:00:00,19,5,1,1,0,23.49,73.96
2025-01-18 20:00:00,20,5,1,1,0,23.08,78.31
2025-01-18 21:00:00,21,5,1,1,0,22.78,71.28
2025-01-18 22:00:00,22,5,1,1,0,16.76,66.32
2025-01-18 23:00:00,23,5,1,1,0,17.7,50.18
2025-01-19 00:00:00,0,6,1,1,0,6.93,23.72
2025-01-19 01:00:00,1,6,1,1,0,14.22,24.56
2025-01-19 02:00:00,2,6,1,1,0,8.18,25.07
2025-01-19 03:00:00,3,6,1,1,0,14.02,23.91
2025-01-19 04:00:00,4,6,1,1,0,12.79,35.02
2025-01-19 05:00:00,5,6,1,1,0,14.25,37.56
2025-01-19 06:00:00,6,6,1,1,0,10.69,43.66
2025-01-19 07:00:00,7,6,1,1,0,12.06,53.82
2025-01-19 08:00:00,8,6,1,1,0,21.26,56.81
2025-01-19 09:00:00,9,6,1,1,0,19.68,58.4
2025-01-19 10:00:00,10,6,1,1,0,21.98,46.82
2025-01-19 11:00:00,11,6,1,1,0,25.12,41.28
2025-01-19 12:00:00,12,6,1,1,0,28.19,40.38
2025-01-19 13:00:00,13,6,1,1,0,25.57,25.77
2025-01-19 14:00:00,14,6,1,1,0,28.23,41.13
2025-01-19 15:00:00,15,6,1,1,0,29.91,44.73
