timestamp,hour_of_day,month,day_of_year,cloud_cover_pct,shortwave_radiation_wm2,direct_radiation_wm2,temperature_c,solar_generation_kw
2025-01-06 03:00:00,3,1,6,31.71,0.0,0.0,11.85,0.0
2025-01-06 04:00:00,4,1,6,49.25,0.0,0.0,13.23,0.0
2025-01-06 05:00:00,5,1,6,0.0,0.0,0.0,12.34,0.0
2025-01-06 06:00:00,6,1,6,57.4,0.0,0.0,12.73,0.0
2025-01-06 07:00:00,7,1,6,35.17,190.55,123.53,16.95,14.35
2025-01-06 08:00:00,8,1,6,51.6,306.49,148.34,17.9,24.21
2025-01-06 09:00:00,9,1,6,30.09,547.52,382.76,18.78,44.29
2025-01-06 10:00:00,10,1,6,0.0,866.03,866.03,21.06,68.55
2025-01-06 11:00:00,11,1,6,0.33,963.56,960.4,23.93,78.5
2025-01-06 12:00:00,12,1,6,0.0,1000.0,1000.0,24.82,79.0
2025-01-06 13:00:00,13,1,6,47.61,620.99,325.32,30.74,49.32
2025-01-06 14:00:00,14,1,6,51.75,529.92,255.71,29.34,40.2
2025-01-06 15:00:00,15,1,6,0.0,707.11,707.11,28.84,55.61
2025-01-06 16:00:00,16,1,6,55.31,292.59,130.76,32.23,21.05
2025-01-06 17:00:00,17,1,6,59.63,143.06,57.75,29.68,9.31
2025-01-06 18:00:00,18,1,6,6.46,0.0,0.0,27.21,0.0
2025-01-06 19:00:00,19,1,6,56.39,0.0,0.0,27.12,0.0
2025-01-06 20:00:00,20,1,6,64.59,0.0,0.0,19.8,0.0
2025-01-06 21:00:00,21,1,6,43.02,0.0,0.0,21.22,0.0
2025-01-06 22:00:00,22,1,6,16.37,0.0,0.0,17.2,0.0
2025-01-06 23:00:00,23,1,6,15.11,0.0,0.0,14.88,0.0
2025-01-07 00:00:00,0,1,7,0.0,0.0,0.0,13.87,0.0
2025-01-07 01:00:00,1,1,7,16.81,0.0,0.0,10.62,0.0
2025-01-07 02:00:00,2,1,7,41.73,0.0,0.0,9.27,0.0
2025-01-07 03:00:00,3,1,7,52.7,0.0,0.0,9.35,0.0
2025-01-07 04:00:00,4,1,7,39.04,0.0,0.0,13.22,0.0
2025-01-07 05:00:00,5,1,7,41.99,0.0,0.0,11.37,0.0
2025-01-07 06:00:00,6,1,7,36.46,0.0,0.0,10.35,0.0
2025-01-07 07:00:00,7,1,7,37.12,186.76,117.43,10.73,15.17
2025-01-07 08:00:00,8,1,7,6.8,474.49,442.2,19.31,37.72
2025-01-07 09:00:00,9,1,7,14.66,629.38,537.14,18.13,51.83
2025-01-07 10:00:00,10,1,7,39.93,606.7,364.46,23.71,48.32
2025-01-07 11:00:00,11,1,7,35.16,711.24,461.19,24.31,57.19
2025-01-07 12:00:00,12,1,7,35.11,736.65,477.99,31.88,56.07
2025-01-07 13:00:00,13,1,7,0.0,965.93,965.93,28.45,76.47
2025-01-07 14:00:00,14,1,7,25.19,702.41,525.48,32.41,56.68
2025-01-07 15:00:00,15,1,7,30.8,543.76,376.27,25.32,44.67
2025-01-07 16:00:00,16,1,7,27.3,397.61,289.04,33.83,31.84
2025-01-07 17:00:00,17,1,7,66.41,129.9,43.63,28.53,11.62
2025-01-07 18:00:00,18,1,7,70.24,0.0,0.0,27.11,0.0
2025-01-07 19:00:00,19,1,7,20.68,0.0,0.0,25.48,0.0
2025-01-07 20:00:00,20,1,7,4.99,0.0,0.0,24.32,0.0
2025-01-07 21:00:00,21,1,7,58.08,0.0,0.0,18.31,0.0
2025-01-07 22:00:00,22,1,7,30.63,0.0,0.0,20.21,0.0
2025-01-07 23:00:00,23,1,7,68.84,0.0,0.0,13.92,0.0
2025-01-08 00:00:00,0,1,8,22.94,0.0,0.0,12.11,0.0
2025-01-08 01:00:00,1,1,8,43.52,0.0,0.0,15.0,0.0
2025-01-08 02:00:00,2,1,8,55.95,0.0,0.0,12.17,0.0
2025-01-08 03:00:00,3,1,8,36.43,0.0,0.0,9.17,0.0
2025-01-08 04:00:00,4,1,8,25.31,0.0,0.0,11.22,0.0
2025-01-08 05:00:00,5,1,8,42.02,0.0,0.0,11.09,0.0
2025-01-08 06:00:00,6,1,8,52.22,0.0,0.0,13.9,0.0
2025-01-08 07:00:00,7,1,8,63.09,136.35,50.33,19.41,11.46
2025-01-08 08:00:00,8,1,8,0.0,500.0,500.0,17.32,40.54
2025-01-08 09:00:00,9,1,8,27.23,562.68,409.44,15.56,43.91
2025-01-08 10:00:00,10,1,8,37.17,624.58,392.41,21.93,48.75
2025-01-08 11:00:00,11,1,8,17.9,836.24,686.54,20.74,67.53
2025-01-08 12:00:00,12,1,8,28.7,784.77,559.55,26.29,61.84
2025-01-08 13:00:00,13,1,8,15.21,855.77,725.65,25.61,67.61
2025-01-08 14:00:00,14,1,8,28.02,684.03,492.37,28.32,54.76
2025-01-08 15:00:00,15,1,8,0.0,707.11,707.11,27.25,56.97
2025-01-08 16:00:00,16,1,8,20.23,424.14,338.33,32.8,30.91
2025-01-08 17:00:00,17,1,8,32.37,195.98,132.54,24.99,16.81
2025-01-08 18:00:00,18,1,8,23.71,0.0,0.0,30.02,0.0
2025-01-08 19:00:00,19,1,8,15.05,0.0,0.0,23.16,0.0
2025-01-08 20:00:00,20,1,8,42.03,0.0,0.0,24.21,0.0
2025-01-08 21:00:00,21,1,8,18.84,0.0,0.0,23.75,0.0
2025-01-08 22:00:00,22,1,8,35.67,0.0,0.0,15.08,0.0
2025-01-08 23:00:00,23,1,8,36.02,0.0,0.0,10.43,0.0
2025-01-09 00:00:00,0,1,9,16.33,0.0,0.0,12.73,0.0
2025-01-09 01:00:00,1,1,9,38.49,0.0,0.0,9.99,0.0
2025-01-09 02:00:00,2,1,9,27.85,0.0,0.0,13.09,0.0
2025-01-09 03:00:00,3,1,9,15.75,0.0,0.0,11.88,0.0
2025-01-09 04:00:00,4,1,9,52.9,0.0,0.0,8.27,0.0
2025-01-09 05:00:00,5,1,9,49.11,0.0,0.0,11.36,0.0
2025-01-09 06:00:00,6,1,9,10.52,0.0,0.0,15.54,0.0
2025-01-09 07:00:00,7,1,9,34.71,191.45,125.0,16.48,14.62
2025-01-09 08:00:00,8,1,9,17.89,432.9,355.43,16.27,34.32
2025-01-09 09:00:00,9,1,9,27.95,558.88,402.67,18.52,45.33
2025-01-09 10:00:00,10,1,9,53.75,516.94,239.11,22.88,42.3
2025-01-09 11:00:00,11,1,9,0.0,965.93,965.93,26.25,76.53
2025-01-09 12:00:00,12,1,9,36.83,723.75,457.16,26.59,58.11
2025-01-09 13:00:00,13,1,9,55.86,561.28,247.77,30.12,45.97
2025-01-09 14:00:00,14,1,9,7.33,818.42,758.44,28.38,64.39
2025-01-09 15:00:00,15,1,9,0.0,707.11,707.11,28.51,55.15
2025-01-09 16:00:00,16,1,9,5.56,479.15,452.51,31.53,36.38
2025-01-09 17:00:00,17,1,9,43.89,173.63,97.43,26.8,14.63
2025-01-09 18:00:00,18,1,9,17.52,0.0,0.0,24.97,0.0
2025-01-09 19:00:00,19,1,9,60.51,0.0,0.0,25.71,0.0
2025-01-09 20:00:00,20,1,9,10.41,0.0,0.0,26.75,0.0
2025-01-09 21:00:00,21,1,9,33.57,0.0,0.0,19.96,0.0
2025-01-09 22:00:00,22,1,9,51.91,0.0,0.0,15.69,0.0
2025-01-09 23:00:00,23,1,9,49.77,0.0,0.0,20.43,0.0
2025-01-10 00:00:00,0,1,10,17.71,0.0,0.0,13.69,0.0
2025-01-10 01:00:00,1,1,10,28.24,0.0,0.0,9.87,0.0
2025-01-10 02:00:00,2,1,10,25.94,0.0,0.0,9.03,0.0
2025-01-10 03:00:00,3,1,10,21.28,0.0,0.0,11.78,0.0
2025-01-10 04:00:00,4,1,10,48.53,0.0,0.0,9.49,0.0
2025-01-10 05:00:00,5,1,10,20.57,0.0,0.0,7.27,0.0
2025-01-10 06:00:00,6,1,10,33.26,0.0,0.0,13.28,0.0
2025-01-10 07:00:00,7,1,10,29.13,202.27,143.35,15.44,16.45
2025-01-10 08:00:00,8,1,10,38.87,354.25,216.57,17.69,28.03
2025-01-10 09:00:00,9,1,10,37.56,507.91,317.13,18.89,40.37
2025-01-10 10:00:00,10,1,10,19.42,739.9,596.22,23.65,60.31
2025-01-10 11:00:00,11,1,10,3.43,941.08,908.8,20.91,75.15
2025-01-10 12:00:00,12,1,10,25.6,807.96,601.09,28.86,64.36
2025-01-10 13:00:00,13,1,10,18.73,830.21,674.69,30.01,63.99
2025-01-10 14:00:00,14,1,10,43.27,584.98,331.86,29.41,45.75
2025-01-10 15:00:00,15,1,10,46.46,460.71,246.66,25.46,37.09
2025-01-10 16:00:00,16,1,10,10.16,461.9,414.96,30.65,34.31
2025-01-10 17:00:00,17,1,10,22.94,214.29,165.14,29.81,17.44
2025-01-10 18:00:00,18,1,10,9.77,0.0,0.0,29.75,0.0
2025-01-10 19:00:00,19,1,10,29.31,0.0,0.0,24.59,0.0
2025-01-10 20:00:00,20,1,10,70.86,0.0,0.0,21.79,0.0
2025-01-10 21:00:00,21,1,10,30.09,0.0,0.0,19.87,0.0
2025-01-10 22:00:00,22,1,10,33.67,0.0,0.0,17.42,0.0
2025-01-10 23:00:00,23,1,10,0.0,0.0,0.0,16.84,0.0
2025-01-11 00:00:00,0,1,11,58.87,0.0,0.0,13.72,0.0
2025-01-11 01:00:00,1,1,11,25.29,0.0,0.0,12.48,0.0
2025-01-11 02:00:00,2,1,11,0.0,0.0,0.0,10.02,0.0
2025-01-11 03:00:00,3,1,11,44.01,0.0,0.0,7.85,0.0
2025-01-11 04:00:00,4,1,11,35.94,0.0,0.0,7.89,0.0
2025-01-11 05:00:00,5,1,11,0.0,0.0,0.0,13.82,0.0
2025-01-11 06:00:00,6,1,11,44.1,0.0,0.0,10.99,0.0
2025-01-11 07:00:00,7,1,11,3.07,252.87,245.12,16.35,20.54
2025-01-11 08:00:00,8,1,11,26.35,401.2,295.5,16.13,32.2
2025-01-11 09:00:00,9,1,11,7.41,667.83,618.37,18.52,51.84
2025-01-11 10:00:00,10,1,11,30.81,665.89,460.72,22.52,53.96
2025-01-11 11:00:00,11,1,11,0.0,965.93,965.93,23.88,76.05
2025-01-11 12:00:00,12,1,11,46.35,652.36,349.97,27.26,52.52
2025-01-11 13:00:00,13,1,11,63.23,507.85,186.73,32.13,38.62
2025-01-11 14:00:00,14,1,11,24.06,709.75,538.98,29.79,54.07
2025-01-11 15:00:00,15,1,11,41.84,485.21,282.19,27.69,38.77
2025-01-11 16:00:00,16,1,11,8.77,467.11,426.13,30.29,36.63
2025-01-11 17:00:00,17,1,11,0.0,258.82,258.82,30.5,18.78
2025-01-11 18:00:00,18,1,11,6.35,0.0,0.0,25.08,0.0
2025-01-11 19:00:00,19,1,11,66.76,0.0,0.0,24.37,0.0
2025-01-11 20:00:00,20,1,11,49.35,0.0,0.0,22.19,0.0
2025-01-11 21:00:00,21,1,11,60.9,0.0,0.0,16.74,0.0
2025-01-11 22:00:00,22,1,11,28.8,0.0,0.0,15.05,0.0
2025-01-11 23:00:00,23,1,11,47.88,0.0,0.0,12.1,0.0
2025-01-12 00:00:00,0,1,12,51.13,0.0,0.0,13.75,0.0
2025-01-12 01:00:00,1,1,12,50.63,0.0,0.0,13.46,0.0
2025-01-12 02:00:00,2,1,12,34.23,0.0,0.0,11.98,0.0
2025-01-12 03:00:00,3,1,12,32.66,0.0,0.0,12.06,0.0
2025-01-12 04:00:00,4,1,12,18.06,0.0,0.0,10.81,0.0
2025-01-12 05:00:00,5,1,12,17.68,0.0,0.0,15.0,0.0
2025-01-12 06:00:00,6,1,12,5.22,0.0,0.0,12.51,0.0
2025-01-12 07:00:00,7,1,12,50.18,161.4,80.4,13.33,13.14
2025-01-12 08:00:00,8,1,12,32.99,376.29,252.15,19.48,28.84
2025-01-12 09:00:00,9,1,12,26.57,566.22,415.8,17.7,46.52
2025-01-12 10:00:00,10,1,12,55.33,506.67,226.35,22.89,40.18
2025-01-12 11:00:00,11,1,12,26.44,774.36,569.59,23.43,63.03
2025-01-12 12:00:00,12,1,12,13.56,898.28,776.45,27.37,72.11
2025-01-12 13:00:00,13,1,12,33.77,721.3,477.73,27.55,55.83
2025-01-12 14:00:00,14,1,12,0.0,866.03,866.03,32.17,66.62
2025-01-12 15:00:00,15,1,12,46.0,463.18,250.14,32.94,34.96
2025-01-12 16:00:00,16,1,12,17.21,435.45,360.49,28.49,33.87
2025-01-12 17:00:00,17,1,12,28.77,202.98,144.58,32.06,15.53
2025-01-12 18:00:00,18,1,12,0.0,0.0,0.0,27.68,0.0
2025-01-12 19:00:00,19,1,12,27.87,0.0,0.0,24.56,0.0
2025-01-12 20:00:00,20,1,12,51.86,0.0,0.0,21.45,0.0
2025-01-12 21:00:00,21,1,12,34.46,0.0,0.0,18.83,0.0
2025-01-12 22:00:00,22,1,12,16.2,0.0,0.0,13.38,0.0
2025-01-12 23:00:00,23,1,12,5.96,0.0,0.0,17.66,0.0
2025-01-13 00:00:00,0,1,13,40.26,0.0,0.0,12.74,0.0
2025-01-13 01:00:00,1,1,13,21.26,0.0,0.0,7.12,0.0
2025-01-13 02:00:00,2,1,13,17.73,0.0,0.0,5.62,0.0
2025-01-13 03:00:00,3,1,13,22.89,0.0,0.0,7.66,0.0
2025-01-13 04:00:00,4,1,13,37.73,0.0,0.0,9.62,0.0
2025-01-13 05:00:00,5,1,13,24.05,0.0,0.0,13.68,0.0
2025-01-13 06:00:00,6,1,13,43.23,0.0,0.0,12.43,0.0
2025-01-13 07:00:00,7,1,13,36.74,187.5,118.61,19.62,16.0
2025-01-13 08:00:00,8,1,13,35.32,367.56,237.74,13.08,30.49
2025-01-13 09:00:00,9,1,13,3.86,686.64,660.14,20.4,56.07
2025-01-13 10:00:00,10,1,13,50.17,540.16,269.16,21.78,42.54
2025-01-13 11:00:00,11,1,13,0.0,965.93,965.93,26.06,76.48
2025-01-13 12:00:00,12,1,13,0.0,1000.0,1000.0,27.92,79.01
2025-01-13 13:00:00,13,1,13,40.24,674.38,402.98,30.99,52.9
2025-01-13 14:00:00,14,1,13,44.64,576.11,318.96,27.73,46.72
2025-01-13 15:00:00,15,1,13,37.77,506.82,315.4,28.96,39.38
2025-01-13 16:00:00,16,1,13,31.34,382.48,262.62,29.74,28.81
2025-01-13 17:00:00,17,1,13,28.14,204.2,146.75,27.48,16.18
2025-01-13 18:00:00,18,1,13,54.05,0.0,0.0,27.3,0.0
2025-01-13 19:00:00,19,1,13,35.95,0.0,0.0,26.25,0.0
2025-01-13 20:00:00,20,1,13,26.0,0.0,0.0,22.29,0.0
2025-01-13 21:00:00,21,1,13,39.59,0.0,0.0,15.81,0.0
2025-01-13 22:00:00,22,1,13,49.93,0.0,0.0,18.46,0.0
2025-01-13 23:00:00,23,1,13,29.54,0.0,0.0,13.42,0.0
2025-01-14 00:00:00,0,1,14,0.07,0.0,0.0,13.49,0.0
2025-01-14 01:00:00,1,1,14,32.31,0.0,0.0,11.68,0.0
2025-01-14 02:00:00,2,1,14,31.45,0.0,0.0,10.75,0.0
2025-01-14 03:00:00,3,1,14,36.7,0.0,0.0,11.76,0.0
2025-01-14 04:00:00,4,1,14,18.16,0.0,0.0,11.17,0.0
2025-01-14 05:00:00,5,1,14,21.66,0.0,0.0,12.15,0.0
2025-01-14 06:00:00,6,1,14,16.95,0.0,0.0,11.69,0.0
2025-01-14 07:00:00,7,1,14,48.17,165.32,85.69,14.46,14.18
2025-01-14 08:00:00,8,1,14,17.88,432.95,355.53,16.35,35.1
2025-01-14 09:00:00,9,1,14,1.75,697.81,685.58,25.14,56.2
2025-01-14 10:00:00,10,1,14,52.47,525.23,249.65,22.71,41.75
2025-01-14 11:00:00,11,1,14,8.94,901.15,820.58,23.55,73.02
2025-01-14 12:00:00,12,1,14,10.4,922.0,826.12,27.43,73.25
2025-01-14 13:00:00,13,1,14,31.44,738.13,506.03,30.19,56.3
2025-01-14 14:00:00,14,1,14,63.43,454.01,166.01,31.85,35.41
2025-01-14 15:00:00,15,1,14,45.87,463.85,251.09,30.99,36.56
2025-01-14 16:00:00,16,1,14,72.25,229.06,63.57,29.32,18.34
2025-01-14 17:00:00,17,1,14,26.26,207.84,153.26,26.22,16.6
2025-01-14 18:00:00,18,1,14,74.34,0.0,0.0,30.54,0.61
2025-01-14 19:00:00,19,1,14,32.37,0.0,0.0,26.63,0.0
2025-01-14 20:00:00,20,1,14,20.21,0.0,0.0,24.26,0.0
2025-01-14 21:00:00,21,1,14,19.73,0.0,0.0,21.22,0.0
2025-01-14 22:00:00,22,1,14,6.04,0.0,0.0,20.0,0.0
2025-01-14 23:00:00,23,1,14,0.0,0.0,0.0,14.06,0.0
2025-01-15 00:00:00,0,1,15,28.94,0.0,0.0,11.72,0.0
2025-01-15 01:00:00,1,1,15,8.82,0.0,0.0,14.9,0.0
2025-01-15 02:00:00,2,1,15,0.0,0.0,0.0,7.05,0.0
2025-01-15 03:00:00,3,1,15,16.88,0.0,0.0,8.41,0.0
2025-01-15 04:00:00,4,1,15,29.1,0.0,0.0,11.75,0.0
2025-01-15 05:00:00,5,1,15,57.45,0.0,0.0,8.11,0.0
2025-01-15 06:00:00,6,1,15,44.46,0.0,0.0,12.86,0.0
2025-01-15 07:00:00,7,1,15,37.48,186.07,116.34,13.05,16.45
2025-01-15 08:00:00,8,1,15,0.0,500.0,500.0,18.82,39.2
2025-01-15 09:00:00,9,1,15,55.37,413.47,184.53,18.4,33.08
2025-01-15 10:00:00,10,1,15,42.77,588.23,336.65,21.44,46.63
2025-01-15 11:00:00,11,1,15,21.95,806.9,629.78,27.12,63.34
2025-01-15 12:00:00,12,1,15,55.64,582.68,258.47,26.73,47.11
2025-01-15 13:00:00,13,1,15,40.15,675.05,404.01,28.83,52.95
2025-01-15 14:00:00,14,1,15,43.51,583.4,329.54,28.77,46.51
2025-01-15 15:00:00,15,1,15,1.62,698.51,687.18,32.82,54.45
2025-01-15 16:00:00,16,1,15,35.34,367.46,237.59,28.31,28.79
2025-01-15 17:00:00,17,1,15,10.8,237.86,212.17,31.69,19.2
2025-01-15 18:00:00,18,1,15,35.31,0.0,0.0,26.19,0.0
